"parent_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name","child1_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name","child2_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name","child3_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name"
17,14,,HBR,Hubbard Brook,482,14,17,RG_4,Rain Gauge 4,,,,,,,,,,
17,14,,HBR,Hubbard Brook,483,14,17,RG_5,Rain Gauge 5,,,,,,,,,,
17,14,,HBR,Hubbard Brook,484,14,17,RG_6,Rain Gauge 6,,,,,,,,,,
17,14,,HBR,Hubbard Brook,485,14,17,RG_7,Rain Gauge 7,,,,,,,,,,
17,14,,HBR,Hubbard Brook,486,14,17,RG_8,Rain Gauge 8,,,,,,,,,,
17,14,,HBR,Hubbard Brook,487,14,17,RG_9,Rain Gauge 9,,,,,,,,,,
17,14,,HBR,Hubbard Brook,192,14,17,WEASTA_1,Weather Station 1,,,,,,,,,,
17,14,,HBR,Hubbard Brook,195,14,17,WEASTA_14,Weather Station 14,,,,,,,,,,
17,14,,HBR,Hubbard Brook,196,14,17,WEASTA_17,Weather Station 17,,,,,,,,,,
17,14,,HBR,Hubbard Brook,193,14,17,WEASTA_1A,Weather Station 1A,,,,,,,,,,
17,14,,HBR,Hubbard Brook,197,14,17,WEASTA_23,Weather Station 23,,,,,,,,,,
17,14,,HBR,Hubbard Brook,198,14,17,WEASTA_24,Weather Station 24,,,,,,,,,,
17,14,,HBR,Hubbard Brook,194,14,17,WEASTA_6,Weather Station 6,,,,,,,,,,
17,14,,HBR,Hubbard Brook,199,14,17,WEASTA_HQ,Weather Station HQ,,,,,,,,,,
17,14,,HBR,Hubbard Brook,174,14,17,WS1,Watershed 1,183,14,174,GSWS1,Watershed 1,,,,,
17,14,,HBR,Hubbard Brook,206,14,17,WS1P,Watershed 1 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,175,14,17,WS2,Watershed 2,184,14,175,GSWS2,Watershed 2,,,,,
17,14,,HBR,Hubbard Brook,207,14,17,WS2P,Watershed 2 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,176,14,17,WS3,Watershed 3,185,14,176,GSWS3,Watershed 3,,,,,
17,14,,HBR,Hubbard Brook,208,14,17,WS3P,Watershed 3 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,177,14,17,WS4,Watershed 4,186,14,177,GSWS4,Watershed 4,,,,,
17,14,,HBR,Hubbard Brook,209,14,17,WS4P,Watershed 4 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,178,14,17,WS5,Watershed 5,187,14,178,GSWS5,Watershed 5,,,,,
17,14,,HBR,Hubbard Brook,210,14,17,WS5P,Watershed 5 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,179,14,17,WS6,Watershed 6,188,14,179,GSWS6,Watershed 6,,,,,
17,14,,HBR,Hubbard Brook,211,14,17,WS6P,Watershed 6 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,180,14,17,WS7,Watershed 7,189,14,180,GSWS7,Watershed 7,,,,,
17,14,,HBR,Hubbard Brook,212,14,17,WS7P,Watershed 7 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,181,14,17,WS8,Watershed 8,190,14,181,GSWS8,Watershed 8,,,,,
17,14,,HBR,Hubbard Brook,213,14,17,WS8P,Watershed 8 Precipitation,,,,,,,,,,
17,14,,HBR,Hubbard Brook,182,14,17,WS9,Watershed 9,191,14,182,GSWS9,Watershed 9,,,,,
17,14,,HBR,Hubbard Brook,214,14,17,WS9P,Watershed 9 Precipitation,,,,,,,,,,
416,4,4,HELM,HELM,,,,,,,,,,,,,,,
18,15,,HFR,Harvard Forest,671,15,18,Bigelow_WS,Bigelow Brook Watershed,672,15,671,Bigelow_L,Bigelow Brook Lower Watershed,,,,,
18,15,,HFR,Harvard Forest,671,15,18,Bigelow_WS,Bigelow Brook Watershed,673,15,671,Bigelow_U,Bigelow Brook Upper Watershed,,,,,
18,15,,HFR,Harvard Forest,88,15,18,Fisher,Fisher Meteorological Station,,,,,,,,,,
18,15,,HFR,Harvard Forest,669,15,18,Nelson_WS,Nelson Brook Watershed,670,15,669,Nelson,Nelson Brook Stream Gage,,,,,
18,15,,HFR,Harvard Forest,78,15,18,Shaler    ,Shaler Meteorological Station ,,,,,,,,,,
759,41,752,HO00,"Arroyo Hondo Creek at Hwy 101 Bridge, Upstream Side",,,,,,,,,,,,,,,
752,41,35,HO00,"Arroyo Hondo Creek at Hwy 101 Bridge, Upstream Side",759,41,752,HO00,"Arroyo Hondo Creek at Hwy 101 Bridge, Upstream Side",,,,,,,,,,
770,41,769,HO201,Arroyo Hondo at East Avocado Orchard,,,,,,,,,,,,,,,
769,41,35,HO201,Arroyo Hondo at East Avocado Orchard,770,41,769,HO201,Arroyo Hondo at East Avocado Orchard,,,,,,,,,,
772,41,771,HO202,Arroyo Hondo at Upper Outlaw Trail,,,,,,,,,,,,,,,
771,41,35,HO202,Arroyo Hondo at Upper Outlaw Trail,772,41,771,HO202,Arroyo Hondo at Upper Outlaw Trail,,,,,,,,,,
585,22,25,Hoare ,Hoare Basin,595,22,585,andrsn_h1,Andersen Creek,,,,,,,,,,
585,22,25,Hoare ,Hoare Basin,596,22,585,house_h2,House Stream,,,,,,,,,,
59,22,25,HODM,Howard Glacier,,,,,,,,,,,,,,,
58,22,25,HOEM,Lake Hoare,,,,,,,,,,,,,,,
781,38,42,HOG2,Hog Island Dune,,,,,,,,,,,,,,,
69,38,42,HOGI,Hog Island,,,,,,,,,,,,,,,
701,60,693,Hoh,Hoh watershed,705,60,701,Hoh_R,Hoh river (USGS 12041200),,,,,,,,,,
705,60,701,Hoh_R,Hoh river (USGS 12041200),,,,,,,,,,,,,,,
696,60,693,Hoh_Rs,Hoh Rs (453710) ,,,,,,,,,,,,,,,
699,60,693,Hoko,Hoko watershed,707,60,699,Hoko_R,Hoko river (USGS 12043300),,,,,,,,,,
707,60,699,Hoko_R,Hoko river (USGS 12043300),,,,,,,,,,,,,,,
420,46,413,HOLLIS,Hollis Meteorological Station,,,,,,,,,,,,,,,
19,16,,HOR,Horse Creek Study Watersheds,138,16,19,BUCKMDWS,Buck Meadows,,,,,,,,,,
19,16,,HOR,Horse Creek Study Watersheds,135,16,19,EAST300,East_300 Watershed,136,16,135,EAST300,East_300,,,,,
19,16,,HOR,Horse Creek Study Watersheds,137,16,19,LWHORSE,Lower Horse,,,,,,,,,,
19,16,,HOR,Horse Creek Study Watersheds,133,16,19,MAIN200,Main_200 Watershed,134,16,133,MAIN200,Main_200,,,,,
596,22,585,house_h2,House Stream,,,,,,,,,,,,,,,
217,36,40,HQ,Santee Meteorologic Station,,,,,,,,,,,,,,,
52,19,22,HQ1MET    ,Konza Headquarters ,,,,,,,,,,,,,,,
72,11,13,HQ3,Headquarters,,,,,,,,,,,,,,,
287,4,4,HR1A,HR1A,,,,,,,,,,,,,,,
307,40,14,HUDSONCRK,Hudson Creek,,,,,,,,,,,,,,,
594,22,584,huey_f2,Huey Creak,,,,,,,,,,,,,,,
326,28,325,IP1101500,Ipswich River at South Middleton MA (USGS),,,,,,,,,,,,,,,
329,28,398,IP1102000,Ipswich River near Ipswich MA (USGS),,,,,,,,,,,,,,,
398,28,31,Ipswich,Ipswich River near Ipswich MA,329,28,398,IP1102000,Ipswich River near Ipswich MA (USGS),,,,,,,,,,
715,32,36,Jemez,Jemez Watershed,719,32,715,Jemez_R,Jemez River (USGS 8324000),,,,,,,,,,
719,32,715,Jemez_R,Jemez River (USGS 8324000),,,,,,,,,,,,,,,
711,32,36,Jemez_R,Jemez River (USGS 8324000),,,,,,,,,,,,,,,
559,17,20,JERHQWS,USDA ARS Jornada Experimental Range ranch headquarters weather station,,,,,,,,,,,,,,,
732,40,14,Jesup ,Jesup  (NWS),,,,,,,,,,,,,,,
20,17,,JRN,Jornada Basin,606,17,20,BIODIVTBRG,Biodiversity site rain gauge,,,,,,,,,,
20,17,,JRN,Jornada Basin,608,17,20,CCALITBRG ,NPP Creosotebush: Caliche site rain gauge                                                           ,,,,,,,,,,
20,17,,JRN,Jornada Basin,609,17,20,CGRAVTBRG ,NPP Creosotebush: Gravel site rain gauge                                                            ,,,,,,,,,,
20,17,,JRN,Jornada Basin,610,17,20,CSANDTBRG ,NPP Creosotebush: Sand site rain gauge                                                              ,,,,,,,,,,
20,17,,JRN,Jornada Basin,611,17,20,GBASNTBRG ,NPP Grassland: Basin site rain gauge                                                                ,,,,,,,,,,
20,17,,JRN,Jornada Basin,612,17,20,GIBPETBRG ,NPP Grassland: IBP exclosure site rain gauge                                                        ,,,,,,,,,,
20,17,,JRN,Jornada Basin,613,17,20,GSUMMTBRG ,NPP Grassland: Summerford Mountain site rain gauge                                                  ,,,,,,,,,,
20,17,,JRN,Jornada Basin,559,17,20,JERHQWS,USDA ARS Jornada Experimental Range ranch headquarters weather station,,,,,,,,,,
20,17,,JRN,Jornada Basin,50,17,20,LTERWS,LTER Weather Station,,,,,,,,,,
20,17,,JRN,Jornada Basin,614,17,20,MNORTTBRG ,NPP Mesquite: North Natural Revegetation Exclosure site rain gauge                                  ,,,,,,,,,,
20,17,,JRN,Jornada Basin,615,17,20,MRABBTBRG ,NPP Mesquite: Rabbit Rain Gauge site rain gauge                                                     ,,,,,,,,,,
20,17,,JRN,Jornada Basin,616,17,20,MWELLTBRG ,NPP Mesquite: West Well site rain gauge                                                             ,,,,,,,,,,
20,17,,JRN,Jornada Basin,617,17,20,PCOLLTBRG ,NPP Playa: College Playa site rain gauge                                                            ,,,,,,,,,,
20,17,,JRN,Jornada Basin,618,17,20,PSMALTBRG ,NPP Playa: Small playa site rain gauge                                                              ,,,,,,,,,,
20,17,,JRN,Jornada Basin,619,17,20,PTOBOTBRG ,NPP Playa: Tobosa Tank site rain gauge                                                              ,,,,,,,,,,
20,17,,JRN,Jornada Basin,620,17,20,TEASTTBRG ,NPP Tarbush: East site rain gauge                                                                   ,,,,,,,,,,
20,17,,JRN,Jornada Basin,621,17,20,TTAYLTBRG ,NPP Tarbush: Taylor Well site rain gauge                                                            ,,,,,,,,,,
20,17,,JRN,Jornada Basin,622,17,20,TWESTTBRG ,NPP Tarbush: West site rain gauge                                                                   ,,,,,,,,,,
20,17,,JRN,Jornada Basin,607,17,20,UPTRLRTBRG,Upper Trailer rain gauge,,,,,,,,,,
515,49,514,JUNAP,Juneau Airport  #504100,,,,,,,,,,,,,,,
130,35,129,K17,K1_7,,,,,,,,,,,,,,,
129,35,39,K17,K1_7 Watershed,130,35,129,K17,K1_7,,,,,,,,,,
377,18,21,Kalamazoo,Kalamazoo,378,18,377,KzooComst,"Kalamazoo River at Comstock, MI (USGS)",,,,,,,,,,
21,18,,KBS,Kellogg Biological Station,376,18,21,Augusta,Augusta Creek,379,18,376,Augusta,"Augusta Creek Near Augusta, MI (USGS)",,,,,
21,18,,KBS,Kellogg Biological Station,747,18,21,GULLAKE,Gull Lake Biological Station COOP (NWS),,,,,,,,,,
21,18,,KBS,Kellogg Biological Station,377,18,21,Kalamazoo,Kalamazoo,378,18,377,KzooComst,"Kalamazoo River at Comstock, MI (USGS)",,,,,
21,18,,KBS,Kellogg Biological Station,748,18,21,KZOOHSP,Kalamazoo Hospital NWS Station,,,,,,,,,,
21,18,,KBS,Kellogg Biological Station,51,18,21,LTERWS,LTER Weather Station (synthetic weather record),,,,,,,,,,
414,47,,KEW,Kings River Experimental Watershed,640,47,414,bullM20,Lower Bull Met Station,,,,,,,,,,
414,47,,KEW,Kings River Experimental Watershed,638,47,414,provM10,Lower Providence Met Station,,,,,,,,,,
414,47,,KEW,Kings River Experimental Watershed,639,47,414,ubullM25,Upper Bull Met Station,,,,,,,,,,
414,47,,KEW,Kings River Experimental Watershed,637,47,414,uprovM15,Upper Providence Met Station,,,,,,,,,,
414,47,,KEW,Kings River Experimental Watershed,626,47,414,WS_B200,Bull Creek Integrating Watershed,633,47,626,B200,Bull Creek Integrating ,,,,,
414,47,,KEW,Kings River Experimental Watershed,644,47,414,WS_B201,Bull Creek 201 Watershed,634,47,644,B201,Bull Creek B201,,,,,
414,47,,KEW,Kings River Experimental Watershed,645,47,414,WS_B203,Bull Creek 203 Watershed,635,47,645,B203,Bull Creek B203,,,,,
414,47,,KEW,Kings River Experimental Watershed,646,47,414,WS_B204,Bull Creek 204 Watershed,647,47,646,B204,Bull Creek 204,,,,,
414,47,,KEW,Kings River Experimental Watershed,625,47,414,WS_D102,Duff Creek 102 Watershed,632,47,625,D102,Duff Creek 102,,,,,
414,47,,KEW,Kings River Experimental Watershed,624,47,414,WS_P300,Providence Creek Integrating Watershed,628,47,624,P300,Providence Creek Integrating ,,,,,
414,47,,KEW,Kings River Experimental Watershed,641,47,414,WS_P301,Providence Creek 301 Watershed,629,47,641,P301,Providence Creek 301,,,,,
414,47,,KEW,Kings River Experimental Watershed,642,47,414,WS_P303,Providence Creek 303 Watershed,630,47,642,P303,Providence Creek 303,,,,,
414,47,,KEW,Kings River Experimental Watershed,643,47,414,WS_P304,Providence Creek 304 Watershed,631,47,643,P304,Providence Creek 304,,,,,
414,47,,KEW,Kings River Experimental Watershed,627,47,414,WS_T003,Teakettle Creek 003 Watershed,636,47,627,T003,Teakettle Creek 003 ,,,,,
422,19,22,Kings,Kings Creek,423,19,422,"06879650",Kings Creek (USGS),,,,,,,,,,
22,19,,KNZ,Konza Prairie,52,19,22,HQ1MET    ,Konza Headquarters ,,,,,,,,,,
22,19,,KNZ,Konza Prairie,422,19,22,Kings,Kings Creek,423,19,422,"06879650",Kings Creek (USGS),,,,,
22,19,,KNZ,Konza Prairie,578,19,22,WS_N01B,Watershed N01B,581,19,578,N01B,N01B,,,,,
22,19,,KNZ,Konza Prairie,579,19,22,WS_N02B,Watershed N02B,580,19,579,N02B,N02B,,,,,
22,19,,KNZ,Konza Prairie,577,19,22,WS_N04D,Watershed N04D,582,19,577,N04D,N04D,,,,,
22,19,,KNZ,Konza Prairie,576,19,22,WS_N20B,Watershed N20B,583,19,576,N20B,N20B,,,,,
315,2,314,Kuparuk ,Kuparuk River,,,,,,,,,,,,,,,
314,2,2,Kuparuk_ws,Kuparuk River,315,2,314,Kuparuk ,Kuparuk River,,,,,,,,,,
378,18,377,KzooComst,"Kalamazoo River at Comstock, MI (USGS)",,,,,,,,,,,,,,,
748,18,21,KZOOHSP,Kalamazoo Hospital NWS Station,,,,,,,,,,,,,,,
597,22,586,lawson_b3,Lawson Creek,,,,,,,,,,,,,,,
437,39,431,LEVEE31_1,LEVEE_31_NORTH_EXT_AT_1MILE_WESTMIAMI (USGS 22907647),,,,,,,,,,,,,,,
438,39,431,LEVEE31_3,LEVEE_31_NORTH_EXT_AT_3MILE_WESTMIAMI  (USGS 2290765),,,,,,,,,,,,,,,
439,39,431,LEVEE31_4,LEVEE_31_NORTH_EXT_AT_4MILE_WESTMIAMI (USGS 2290766),,,,,,,,,,,,,,,
440,39,431,LEVEE31_5,LEVEE_31_NORTH_EXT_AT_5MILE_WESTMIAMI (USGS 2290767),,,,,,,,,,,,,,,
441,39,431,LEVEE31_7,LEVEE_31_NORTH_EXT_AT_7MILE_WESTMIAMI (USGS 2290768),,,,,,,,,,,,,,,
71,11,13,LFADJ,Lower Fool Creek Watershed,,,,,,,,,,,,,,,
74,11,70,LFADJ,Lower Fool Creek,,,,,,,,,,,,,,,
674,57,,LHC,TFRI-Lienhuachih Research Center,676,57,674,LHC4,Lienhuachih natural forest,,,,,,,,,,
674,57,,LHC,TFRI-Lienhuachih Research Center,677,57,674,LHC5,Lienhuachih artificial forest,,,,,,,,,,
674,57,,LHC,TFRI-Lienhuachih Research Center,675,57,674,LHCFDP,Lienhuachih Forest Dynamic Plot,,,,,,,,,,
676,57,674,LHC4,Lienhuachih natural forest,,,,,,,,,,,,,,,
677,57,674,LHC5,Lienhuachih artificial forest,,,,,,,,,,,,,,,
675,57,674,LHCFDP,Lienhuachih Forest Dynamic Plot,,,,,,,,,,,,,,,
658,55,623,LIN6891648,Shanping forest ecological garden,,,,,,,,,,,,,,,
683,59,679,Lindbergh ,Lindbergh NOAA NESDIS Climate Station,,,,,,,,,,,,,,,
26,23,,LNO,LTER Network Office,,,,,,,,,,,,,,,
558,28,31,LOG,"Boston Logan International Airport, Boston, MA",,,,,,,,,,,,,,,
657,7,652,Logan,"Second Broad River Near Logan, NC (USGS 02150495)",,,,,,,,,,,,,,,
555,37,554,LONESOME,Lonesome Creek Flume,,,,,,,,,,,,,,,
554,37,41,LONESOME,Lonesome Creek Watershed,555,37,554,LONESOME,Lonesome Creek Flume,,,,,,,,,,
165,1,1,LOOKOUT,Lookout Creek Watershed,166,1,165,GSLOOK,Lookout Creek Gauging Station (USGS 14161500),,,,,,,,,,
603,22,584,lostsl_f3,Lost Seal Stream,,,,,,,,,,,,,,,
218,36,40,Lottie,Lottie Road,,,,,,,,,,,,,,,
526,26,29,LOWERGREEN,Lower Green Lakes Valley,525,26,526,ALBION,Albion Townsite,,,,,,,,,,
545,37,543,LSTRINGER,Lower Stringer Creek Flume,,,,,,,,,,,,,,,
539,37,537,LSUN,Lower Sun Creek Flume,,,,,,,,,,,,,,,
47,4,4,LTER1,LTER1,,,,,,,,,,,,,,,
277,4,4,LTER2,LTER2,,,,,,,,,,,,,,,
50,17,20,LTERWS,LTER Weather Station,,,,,,,,,,,,,,,
51,18,21,LTERWS,LTER Weather Station (synthetic weather record),,,,,,,,,,,,,,,
542,37,540,LTFOOT,Lower Tenderfoot Creek Flume,,,,,,,,,,,,,,,
23,20,,LUQ,Luquillo Experimental Forest,467,20,23,BisleyMet,Bisley Tower,,,,,,,,,,
23,20,,LUQ,Luquillo Experimental Forest,403,20,23,ELVERDE,El Verde Log,,,,,,,,,,
23,20,,LUQ,Luquillo Experimental Forest,358,20,23,ES,RIO ESPIRITU SANTO ,365,20,358,ES50063800,RIO ESPIRITU SANTO (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,358,20,23,ES,RIO ESPIRITU SANTO ,406,20,358,QP,Quebrada Prieta,407,20,406,QPRIETA ,Quebrada Prieta
23,20,,LUQ,Luquillo Experimental Forest,421,20,23,EVFSTower,El Verde Tower,,,,,,,,,,
23,20,,LUQ,Luquillo Experimental Forest,783,20,23,EVRAIN,El Verde Rainfall,,,,,,,,,,
23,20,,LUQ,Luquillo Experimental Forest,53,20,23,EVROOF,El Verde Roof,,,,,,,,,,
23,20,,LUQ,Luquillo Experimental Forest,363,20,23,QG,QUEBRADA GUABA,371,20,363,QG50074950,QUEBRADA GUABA (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,357,20,23,QS,QUEBRADA SONADORA ,364,20,357,QS50063440,QUEBRADA SONADORA (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,359,20,23,RG,RIO GRANDE,366,20,359,RG50064200,RIO GRANDE (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,360,20,23,RI,RIO ICACOS,367,20,360,RI50075000,RIO ICACOS (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,361,20,23,RM,RIO MAMEYES,369,20,361,RM50065500,RIO MAMEYES NR SABANA (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,361,20,23,RM,RIO MAMEYES,368,20,361,RM50066000,RIO MAMEYES AT MAMEYES (USGS),,,,,
23,20,,LUQ,Luquillo Experimental Forest,362,20,23,RS,RIO SABANA,370,20,362,RS50067000,RIO SABANA (USGS),,,,,
137,16,19,LWHORSE,Lower Horse,,,,,,,,,,,,,,,
163,1,1,MACK,Mack Creek Watershed,164,1,163,GSMACK,Mack Creek Gauging Station,,,,,,,,,,
399,25,28,MADISON01,Madison raw climate data,,,,,,,,,,,,,,,
400,25,28,MADISON01A,Madison adjusted climate data,,,,,,,,,,,,,,,
134,16,133,MAIN200,Main_200,,,,,,,,,,,,,,,
133,16,19,MAIN200,Main_200 Watershed,134,16,133,MAIN200,Main_200,,,,,,,,,,
24,21,,MAR,Marcell Experimental Forest,231,21,24,S2,South Unit Watershed S2,237,21,231,S2-ALL,Total runoff of South Unit Watershed S2 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,231,21,24,S2,South Unit Watershed S2,235,21,231,S2-BOG,Bog runoff component of South Unit Watershed S2 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,231,21,24,S2,South Unit Watershed S2,236,21,231,S2-UP,Upland runoff component of South Unit Watershed S2 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,247,21,24,S2-BOG-MS,"South Unit, Bog Site, Watershed S2",,,,,,,,,,
24,21,,MAR,Marcell Experimental Forest,246,21,24,S2-UP-MS,"South Unit, Upland, Watershed S2",,,,,,,,,,
24,21,,MAR,Marcell Experimental Forest,232,21,24,S4,North Unit Watershed S4,240,21,232,S4-ALL,Total runoff of North Unit Watershed S4 weirs (sum of S4-N and S4-S weirs),,,,,
24,21,,MAR,Marcell Experimental Forest,232,21,24,S4,North Unit Watershed S4,238,21,232,S4-BOG,Bog runoff component of North Unit Watershed S4 weirs (sum of S4-N and S4-S weirs),,,,,
24,21,,MAR,Marcell Experimental Forest,232,21,24,S4,North Unit Watershed S4,239,21,232,S4-UP,Upland runoff component of North Unit Watershed S4 weirs (sum of S4-N and S4-S weirs),,,,,
24,21,,MAR,Marcell Experimental Forest,233,21,24,S5,North Unit Watershed S5,243,21,233,S5-ALL,Total runoff of North Unit Watershed S5 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,233,21,24,S5,North Unit Watershed S5,241,21,233,S5-BOG,Bog runoff component of North Unit Watershed S5 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,233,21,24,S5,North Unit Watershed S5,242,21,233,S5-UP,Upland runoff component of North Unit Watershed S5 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,248,21,24,S5-UP-MS,"North Unit, Upland, Watershed S5",,,,,,,,,,
24,21,,MAR,Marcell Experimental Forest,234,21,24,S6,Watershed S6,382,21,234,S6-ALL,Total runoff Watershed S6 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,234,21,24,S6,Watershed S6,244,21,234,S6-BOG,Bog runoff component of Watershed S6 weir,,,,,
24,21,,MAR,Marcell Experimental Forest,234,21,24,S6,Watershed S6,245,21,234,S6-UP,Upland runoff component of Watershed S6 weir,,,,,
419,46,418,MAYBESO,Maybeso Gauging Station,,,,,,,,,,,,,,,
418,46,413,Maybeso_,Maybeso Watershed,419,46,418,MAYBESO,Maybeso Gauging Station,,,,,,,,,,
760,41,753,MC00,Mission Creek at Montecito St,,,,,,,,,,,,,,,
753,41,35,MC00,Mission Creek at Montecito St,760,41,753,MC00,Mission Creek at Montecito St,,,,,,,,,,
109,8,108,McCree,McCree,,,,,,,,,,,,,,,
108,8,9,McCree,McCree Watershed,109,8,108,McCree,McCree,,,,,,,,,,
404,3,3,Mcdonogh1,McDonogh Primary,,,,,,,,,,,,,,,
477,3,474,McDonough,McDonough School (USGS 01589238),,,,,,,,,,,,,,,
474,3,3,McDonoughW,McDonough School Watershed,477,3,474,McDonough,McDonough School (USGS 01589238),,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,510,22,25,BENM,Beacon Valley,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,597,22,586,lawson_b3,Lawson Creek,,,,,
25,22,,MCM,McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,598,22,586,priscu_b1,Priscu Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,599,22,586,santafe_b2,Santa Fe Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,54,22,25,BOYM,Lake Bonney,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,55,22,25,BRHM,Lake Brownworth,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,511,22,25,CAAM,Canada Glacier,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,56,22,25,COHM,Commonwealth Glacier,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,512,22,25,EXEM,Explorers Cove,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,57,22,25,FRLM,Lake Fryxell,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,590,22,584,aiken_f5,Aiken Creek,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,589,22,584,canada_f1,Canada Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,602,22,584,cresc_f8,Crescent Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,591,22,584,delta_f10,Delta Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,592,22,584,green_f9,Green Creek,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,593,22,584,harnish_f7,Harnish Creek (F7),,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,594,22,584,huey_f2,Huey Creak,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,603,22,584,lostsl_f3,Lost Seal Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,604,22,584,vguer_f6,Von Guerard Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,585,22,25,Hoare ,Hoare Basin,595,22,585,andrsn_h1,Andersen Creek,,,,,
25,22,,MCM,McMurdo Dry Valleys,585,22,25,Hoare ,Hoare Basin,596,22,585,house_h2,House Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,59,22,25,HODM,Howard Glacier,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,58,22,25,HOEM,Lake Hoare,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,588,22,25,NewHarbor,New Harbor,601,22,588,common_c1,Commonwealth Stream,,,,,
25,22,,MCM,McMurdo Dry Valleys,60,22,25,TARM,Taylor Glacier,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,61,22,25,VAAM,Lake Vanda,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,62,22,25,VIAM,Lake Vida,,,,,,,,,,
25,22,,MCM,McMurdo Dry Valleys,587,22,25,WrightVly,Wright Valley,605,22,587,onyx_lw,Onyx at Lower Wright,,,,,
25,22,,MCM,McMurdo Dry Valleys,587,22,25,WrightVly,Wright Valley,600,22,587,onyx_vnda,Onyx River at Vanda,,,,,
678,58,,MCR,Moorea Coral Reef,680,58,678,GUMPM,Gump Meteorological Station,,,,,,,,,,
678,58,,MCR,Moorea Coral Reef,681,58,678,GUMPR,Gump Reef,,,,,,,,,,
567,52,561,Meadowplot,Meadowplot,,,,,,,,,,,,,,,
413,46,,MEF,Maybeso Creek Experimental Forest,420,46,413,HOLLIS,Hollis Meteorological Station,,,,,,,,,,
413,46,,MEF,Maybeso Creek Experimental Forest,418,46,413,Maybeso_,Maybeso Watershed,419,46,418,MAYBESO,Maybeso Gauging Station,,,,,
513,48,,MEW,Marmot Experimental Watershed,,,,,,,,,,,,,,,
682,28,31,MFM,Marshview Farm Field Station,,,,,,,,,,,,,,,
81,39,10,MIA,Miami Internation Airport NOAA,,,,,,,,,,,,,,,
789,39,787,MIA_G,"MIAMI INTERNATIONAL AIRPORT, FL US (USW00012839)",,,,,,,,,,,,,,,
787,39,10,MIA_W,MIA Watershed,789,39,787,MIA_G,"MIAMI INTERNATIONAL AIRPORT, FL US (USW00012839)",,,,,,,,,,
