site_name,res_site_id,site_id,res_site_parent_id,res_site_code,res_site_name,descriptor_type_name,descriptor_value,descriptor_type_unit
Kings River Experimental Watershed,626,47,414,WS_B200,Bull Creek Integrating Watershed,east bounding coordinate,119.052,decimal degrees
Kings River Experimental Watershed,632,47,625,D102,Duff Creek 102,Latitude,37.0377,decimal degrees
Kings River Experimental Watershed,632,47,625,D102,Duff Creek 102,Longitude,119.2029,decimal degrees
Kings River Experimental Watershed,625,47,414,WS_D102,Duff Creek 102 Watershed,north bounding coordinate,37.0468,decimal degrees
Kings River Experimental Watershed,625,47,414,WS_D102,Duff Creek 102 Watershed,west bounding coordinate,119.183,decimal degrees
Kings River Experimental Watershed,625,47,414,WS_D102,Duff Creek 102 Watershed,south bounding coordinate,37.0331,decimal degrees
Kings River Experimental Watershed,625,47,414,WS_D102,Duff Creek 102 Watershed,east bounding coordinate,119.2032,decimal degrees
Kings River Experimental Watershed,414,47,,KEW,Kings River Experimental Watershed,Site north bounding coordinate,37.0716,decimal degree
Kings River Experimental Watershed,414,47,,KEW,Kings River Experimental Watershed,Site west bounding coordinate,119.2096,decimal degree
Kings River Experimental Watershed,414,47,,KEW,Kings River Experimental Watershed,Site south bounding coordinate,36.957,decimal degree
Kings River Experimental Watershed,414,47,,KEW,Kings River Experimental Watershed,Site east bounding coordinate,119.0261,decimal degree
Kings River Experimental Watershed,640,47,414,bullM20,Lower Bull Met Station,Latitude,36.9763,decimal degrees
Kings River Experimental Watershed,640,47,414,bullM20,Lower Bull Met Station,Longitude,119.0736,decimal degrees
Kings River Experimental Watershed,638,47,414,provM10,Lower Providence Met Station,Latitude,37.0564,decimal degrees
Kings River Experimental Watershed,638,47,414,provM10,Lower Providence Met Station,Longitude,119.2021,decimal degrees
Kings River Experimental Watershed,629,47,641,P301,Providence Creek 301,Latitude,37.0595,decimal degrees
Kings River Experimental Watershed,629,47,641,P301,Providence Creek 301,Longitude,119.2036,decimal degrees
Kings River Experimental Watershed,641,47,414,WS_P301,Providence Creek 301 Watershed,north bounding coordinate,37.0678,decimal degrees
Kings River Experimental Watershed,641,47,414,WS_P301,Providence Creek 301 Watershed,west bounding coordinate,119.2071,decimal degrees
Kings River Experimental Watershed,641,47,414,WS_P301,Providence Creek 301 Watershed,south bounding coordinate,37.0591,decimal degrees
Kings River Experimental Watershed,641,47,414,WS_P301,Providence Creek 301 Watershed,east bounding coordinate,119.1959,decimal degrees
Kings River Experimental Watershed,630,47,642,P303,Providence Creek 303,Latitude,37.054,decimal degrees
Kings River Experimental Watershed,630,47,642,P303,Providence Creek 303,Longitude,119.1963,decimal degrees
Kings River Experimental Watershed,642,47,414,WS_P303,Providence Creek 303 Watershed,north bounding coordinate,37.0639,decimal degrees
Kings River Experimental Watershed,642,47,414,WS_P303,Providence Creek 303 Watershed,west bounding coordinate,119.1816,decimal degrees
Kings River Experimental Watershed,642,47,414,WS_P303,Providence Creek 303 Watershed,south bounding coordinate,37.0508,decimal degrees
Kings River Experimental Watershed,642,47,414,WS_P303,Providence Creek 303 Watershed,east bounding coordinate,119.1965,decimal degrees
Kings River Experimental Watershed,631,47,643,P304,Providence Creek 304,Latitude,37.0507,decimal degrees
Kings River Experimental Watershed,631,47,643,P304,Providence Creek 304,Longitude,119.1953,decimal degrees
Kings River Experimental Watershed,643,47,414,WS_P304,Providence Creek 304 Watershed,north bounding coordinate,37.0517,decimal degrees
Kings River Experimental Watershed,643,47,414,WS_P304,Providence Creek 304 Watershed,west bounding coordinate,119.195,decimal degrees
Kings River Experimental Watershed,643,47,414,WS_P304,Providence Creek 304 Watershed,south bounding coordinate,37.0445,decimal degrees
Kings River Experimental Watershed,643,47,414,WS_P304,Providence Creek 304 Watershed,east bounding coordinate,119.1803,decimal degrees
Kings River Experimental Watershed,628,47,624,P300,Providence Creek Integrating ,Latitude,37.052,decimal degrees
Kings River Experimental Watershed,628,47,624,P300,Providence Creek Integrating ,Longitude,119.2033,decimal degrees
Kings River Experimental Watershed,624,47,414,WS_P300,Providence Creek Integrating Watershed,north bounding coordinate,37.0716,decimal degrees
Kings River Experimental Watershed,624,47,414,WS_P300,Providence Creek Integrating Watershed,west bounding coordinate,119.2096,decimal degrees
Kings River Experimental Watershed,624,47,414,WS_P300,Providence Creek Integrating Watershed,south bounding coordinate,37.0445,decimal degrees
Kings River Experimental Watershed,624,47,414,WS_P300,Providence Creek Integrating Watershed,east bounding coordinate,119.1803,decimal degrees
Kings River Experimental Watershed,636,47,627,T003,Teakettle Creek 003 ,Latitude,36.9589,decimal degrees
Kings River Experimental Watershed,636,47,627,T003,Teakettle Creek 003 ,Longitude,119.0266,decimal degrees
Kings River Experimental Watershed,627,47,414,WS_T003,Teakettle Creek 003 Watershed,north bounding coordinate,36.9768,decimal degrees
Kings River Experimental Watershed,627,47,414,WS_T003,Teakettle Creek 003 Watershed,west bounding coordinate,119.0524,decimal degrees
Kings River Experimental Watershed,627,47,414,WS_T003,Teakettle Creek 003 Watershed,south bounding coordinate,36.957,decimal degrees
Kings River Experimental Watershed,627,47,414,WS_T003,Teakettle Creek 003 Watershed,east bounding coordinate,119.0261,decimal degrees
Kings River Experimental Watershed,639,47,414,ubullM25,Upper Bull Met Station,Latitude,36.9652,decimal degrees
Kings River Experimental Watershed,639,47,414,ubullM25,Upper Bull Met Station,Longitude,119.0556,decimal degrees
Kings River Experimental Watershed,637,47,414,uprovM15,Upper Providence Met Station,Latitude,37.0593,decimal degrees
Kings River Experimental Watershed,637,47,414,uprovM15,Upper Providence Met Station,Longitude,119.1823,decimal degrees
Konza Prairie,22,19,,KNZ,Konza Prairie,Site north bounding coordinate,39.0833,decimal degree
Konza Prairie,22,19,,KNZ,Konza Prairie,Site west bounding coordinate,-96.5833,decimal degree
Konza Prairie,22,19,,KNZ,Konza Prairie,Site south bounding coordinate,39.0833,decimal degree
Konza Prairie,22,19,,KNZ,Konza Prairie,Site east bounding coordinate,-96.5833,decimal degree
Konza Prairie,581,19,578,N01B,N01B,Latitude,39.0867,decimal degrees
Konza Prairie,581,19,578,N01B,N01B,Longitude,-96.577,decimal degrees
Konza Prairie,580,19,579,N02B,N02B,Latitude,39.0898,decimal degrees
Konza Prairie,580,19,579,N02B,N02B,Longitude,-96.5886,decimal degrees
Konza Prairie,582,19,577,N04D,N04D,Latitude,39.0874,decimal degrees
Konza Prairie,582,19,577,N04D,N04D,Longitude,-96.5844,decimal degrees
Konza Prairie,583,19,576,N20B,N20B,Latitude,39.0886,decimal degrees
Konza Prairie,583,19,576,N20B,N20B,Longitude,-96.5766,decimal degrees
Konza Prairie,578,19,22,WS_N01B,Watershed N01B,north bounding coordinate,39.088,decimal degrees
Konza Prairie,578,19,22,WS_N01B,Watershed N01B,west bounding coordinate,-96.579,decimal degrees
Konza Prairie,578,19,22,WS_N01B,Watershed N01B,south bounding coordinate,39.075,decimal degrees
Konza Prairie,578,19,22,WS_N01B,Watershed N01B,east bounding coordinate,-96.569,decimal degrees
Konza Prairie,579,19,22,WS_N02B,Watershed N02B,north bounding coordinate,39.091,decimal degrees
Konza Prairie,579,19,22,WS_N02B,Watershed N02B,west bounding coordinate,-96.599,decimal degrees
Konza Prairie,579,19,22,WS_N02B,Watershed N02B,south bounding coordinate,39.076,decimal degrees
Konza Prairie,579,19,22,WS_N02B,Watershed N02B,east bounding coordinate,-96.584,decimal degrees
Konza Prairie,577,19,22,WS_N04D,Watershed N04D,north bounding coordinate,39.09,decimal degrees
Konza Prairie,577,19,22,WS_N04D,Watershed N04D,west bounding coordinate,-96.59,decimal degrees
Konza Prairie,577,19,22,WS_N04D,Watershed N04D,south bounding coordinate,39.07,decimal degrees
Konza Prairie,577,19,22,WS_N04D,Watershed N04D,east bounding coordinate,-96.577,decimal degrees
Konza Prairie,576,19,22,WS_N20B,Watershed N20B,north bounding coordinate,39.092,decimal degrees
Konza Prairie,576,19,22,WS_N20B,Watershed N20B,west bounding coordinate,-96.58,decimal degrees
Konza Prairie,576,19,22,WS_N20B,Watershed N20B,south bounding coordinate,39.081,decimal degrees
Konza Prairie,576,19,22,WS_N20B,Watershed N20B,east bounding coordinate,-96.561,decimal degrees
Luquillo Experimental Forest,467,20,23,BisleyMet,Bisley Tower,Latitude,18.2777,decimal degrees
Luquillo Experimental Forest,467,20,23,BisleyMet,Bisley Tower,Longitude,-65.7634,decimal degrees
Luquillo Experimental Forest,403,20,23,ELVERDE,El Verde Log,Latitude,18.325015,decimal degrees
Luquillo Experimental Forest,403,20,23,ELVERDE,El Verde Log,Longitude,-65.81778,decimal degrees
Luquillo Experimental Forest,783,20,23,EVRAIN,El Verde Rainfall,Latitude,18.321163,decimal degrees
Luquillo Experimental Forest,783,20,23,EVRAIN,El Verde Rainfall,Longitude,-65.819911,decimal degrees
Luquillo Experimental Forest,421,20,23,EVFSTower,El Verde Tower,Latitude,18.3228,decimal degrees
Luquillo Experimental Forest,421,20,23,EVFSTower,El Verde Tower,Longitude,-65.8203,decimal degrees
Marcell Experimental Forest,244,21,234,S6-BOG,Bog runoff component of Watershed S6 weir,Latitude,47.51967,decimal degrees
Marcell Experimental Forest,244,21,234,S6-BOG,Bog runoff component of Watershed S6 weir,Longitude,-93.46007,decimal degrees
Marcell Experimental Forest,232,21,24,S4,north Unit Watershed S4,north bounding coordinate,47.564455,decimal degrees
Marcell Experimental Forest,232,21,24,S4,north Unit Watershed S4,west bounding coordinate,-93.490804,decimal degrees
Marcell Experimental Forest,232,21,24,S4,north Unit Watershed S4,south bounding coordinate,47.556218,decimal degrees
Marcell Experimental Forest,232,21,24,S4,north Unit Watershed S4,east bounding coordinate,-93.478798,decimal degrees
Marcell Experimental Forest,233,21,24,S5,north Unit Watershed S5,north bounding coordinate,47.566636,decimal degrees
Marcell Experimental Forest,233,21,24,S5,north Unit Watershed S5,west bounding coordinate,-93.483198,decimal degrees
Marcell Experimental Forest,233,21,24,S5,north Unit Watershed S5,south bounding coordinate,47.558561,decimal degrees
Marcell Experimental Forest,233,21,24,S5,north Unit Watershed S5,east bounding coordinate,-93.471218,decimal degrees
Marcell Experimental Forest,248,21,24,S5-UP-MS,north Unit  Upland  Watershed S5,Latitude,47.56507,decimal degrees
Marcell Experimental Forest,248,21,24,S5-UP-MS,north Unit  Upland  Watershed S5,Longitude,-93.47678,decimal degrees
Marcell Experimental Forest,231,21,24,S2,south Unit Watershed S2,north bounding coordinate,47.515518,decimal degrees
Marcell Experimental Forest,231,21,24,S2,south Unit Watershed S2,west bounding coordinate,-93.472223,decimal degrees
Marcell Experimental Forest,231,21,24,S2,south Unit Watershed S2,south bounding coordinate,47.512366,decimal degrees
Marcell Experimental Forest,231,21,24,S2,south Unit Watershed S2,east bounding coordinate,-93.466719,decimal degrees
Marcell Experimental Forest,247,21,24,S2-BOG-MS,south Unit  Bog Site  Watershed S2,Latitude,47.51402,decimal degrees
Marcell Experimental Forest,247,21,24,S2-BOG-MS,south Unit  Bog Site  Watershed S2,Longitude,-93.4692,decimal degrees
Marcell Experimental Forest,246,21,24,S2-UP-MS,south Unit  Upland  Watershed S2,Latitude,47.51523,decimal degrees
Marcell Experimental Forest,246,21,24,S2-UP-MS,south Unit  Upland  Watershed S2,Longitude,-93.47077,decimal degrees
Marcell Experimental Forest,240,21,232,S4-ALL,Total runoff of north Unit Watershed S4 weirs (sum of S4-N and S4-S weirs),Latitude,47.56270 47.55805,decimal degrees
Marcell Experimental Forest,240,21,232,S4-ALL,Total runoff of north Unit Watershed S4 weirs (sum of S4-N and S4-S weirs),Longitude,-93.48707 -93.48258,decimal degrees
Marcell Experimental Forest,243,21,233,S5-ALL,Total runoff of north Unit Watershed S5 weir,Latitude,47.56427,decimal degrees
Marcell Experimental Forest,243,21,233,S5-ALL,Total runoff of north Unit Watershed S5 weir,Longitude,-93.47272,decimal degrees
Marcell Experimental Forest,237,21,231,S2-ALL,Total runoff of south Unit Watershed S2 weir,Latitude,47.51402,decimal degrees
Marcell Experimental Forest,237,21,231,S2-ALL,Total runoff of south Unit Watershed S2 weir,Longitude,-93.4725,decimal degrees
Marcell Experimental Forest,382,21,234,S6-ALL,Total runoff Watershed S6 weir,Latitude,47.51967,decimal degrees
Marcell Experimental Forest,382,21,234,S6-ALL,Total runoff Watershed S6 weir,Longitude,-93.46957,decimal degrees
Marcell Experimental Forest,245,21,234,S6-UP,Upland runoff component of Watershed S6 weir,Latitude,47.51967,decimal degrees
Marcell Experimental Forest,245,21,234,S6-UP,Upland runoff component of Watershed S6 weir,Longitude,-93.46957,decimal degrees
Marcell Experimental Forest,234,21,24,S6,Watershed S6,north bounding coordinate,47.522302,decimal degrees
Marcell Experimental Forest,234,21,24,S6,Watershed S6,west bounding coordinate,-93.473939,decimal degrees
Marcell Experimental Forest,234,21,24,S6,Watershed S6,south bounding coordinate,47.518907,decimal degrees
Marcell Experimental Forest,234,21,24,S6,Watershed S6,east bounding coordinate,-93.469196,decimal degrees
Maybeso Creek Experimental Forest,420,46,413,HOLLIS,Hollis Meteorological Station,Latitude,55.3,decimal degrees
Maybeso Creek Experimental Forest,420,46,413,HOLLIS,Hollis Meteorological Station,Longitude,132.3,decimal degrees
Maybeso Creek Experimental Forest,413,46,,MEF,Maybeso Creek Experimental Forest,Site north bounding coordinate,long:132.72 lat:55.53,decimal degree
Maybeso Creek Experimental Forest,413,46,,MEF,Maybeso Creek Experimental Forest,Site west bounding coordinate,long:132.82 lat:55.50,decimal degree
Maybeso Creek Experimental Forest,413,46,,MEF,Maybeso Creek Experimental Forest,Site south bounding coordinate,long:132.74 lat:55.47,decimal degree
Maybeso Creek Experimental Forest,413,46,,MEF,Maybeso Creek Experimental Forest,Site east bounding coordinate,long:132.64 lat:55.51,decimal degree
Maybeso Creek Experimental Forest,419,46,418,MAYBESO,Maybeso Gauging Station,Latitude,55.4908,decimal degrees
Maybeso Creek Experimental Forest,419,46,418,MAYBESO,Maybeso Gauging Station,Longitude,132.6753,decimal degrees
Maybeso Creek Experimental Forest,418,46,413,Maybeso_,Maybeso Watershed,north bounding coordinate,long:132.72 lat:55.53,decimal degrees
Maybeso Creek Experimental Forest,418,46,413,Maybeso_,Maybeso Watershed,west bounding coordinate,long:132.82 lat:55.50,decimal degrees
Maybeso Creek Experimental Forest,418,46,413,Maybeso_,Maybeso Watershed,south bounding coordinate,long:132.74 lat:55.47,decimal degrees
Maybeso Creek Experimental Forest,418,46,413,Maybeso_,Maybeso Watershed,east bounding coordinate,long:132.64 lat:55.51,decimal degrees
McMurdo Dry Valleys,590,22,584,aiken_f5,Aiken Creek,Latitude,-77.602516,decimal degrees
McMurdo Dry Valleys,590,22,584,aiken_f5,Aiken Creek,Longitude,163.271937,decimal degrees
McMurdo Dry Valleys,595,22,585,andrsn_h1,Andersen Creek,Latitude,-77.622774,decimal degrees
McMurdo Dry Valleys,595,22,585,andrsn_h1,Andersen Creek,Longitude,162.90635,decimal degrees
McMurdo Dry Valleys,510,22,25,BENM,Beacon Valley,Latitude,-77.828,decimal degrees
McMurdo Dry Valleys,510,22,25,BENM,Beacon Valley,Longitude,160.6568,decimal degrees
McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,north bounding coordinate,-77.68,decimal degrees
McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,west bounding coordinate,162.28,decimal degrees
McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,south bounding coordinate,-77.73,decimal degrees
McMurdo Dry Valleys,586,22,25,Bonney ,Bonney Basin,east bounding coordinate,162.58,decimal degrees
McMurdo Dry Valleys,511,22,25,CAAM,Canada Glacier,Latitude,-77.6127,decimal degrees
McMurdo Dry Valleys,511,22,25,CAAM,Canada Glacier,Longitude,162.9635,decimal degrees
McMurdo Dry Valleys,589,22,584,canada_f1,Canada Stream,Latitude,-77.613653,decimal degrees
McMurdo Dry Valleys,589,22,584,canada_f1,Canada Stream,Longitude,163.054733,decimal degrees
McMurdo Dry Valleys,56,22,25,COHM,Commonwealth Glacier,Latitude,-77.5637,decimal degrees
McMurdo Dry Valleys,56,22,25,COHM,Commonwealth Glacier,Longitude,163.2801,decimal degrees
McMurdo Dry Valleys,601,22,588,common_c1,Commonwealth Stream,Latitude,-77.563333,decimal degrees
McMurdo Dry Valleys,601,22,588,common_c1,Commonwealth Stream,Longitude,163.380833,decimal degrees
McMurdo Dry Valleys,602,22,584,cresc_f8,Crescent Stream,Latitude,-77.619066,decimal degrees
McMurdo Dry Valleys,602,22,584,cresc_f8,Crescent Stream,Longitude,163.184466,decimal degrees
McMurdo Dry Valleys,591,22,584,delta_f10,Delta Stream,Latitude,-77.624619,decimal degrees
McMurdo Dry Valleys,591,22,584,delta_f10,Delta Stream,Longitude,163.108449,decimal degrees
McMurdo Dry Valleys,512,22,25,EXEM,Explorers Cove,Latitude,-77.5887,decimal degrees
McMurdo Dry Valleys,512,22,25,EXEM,Explorers Cove,Longitude,163.4175,decimal degrees
McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,north bounding coordinate,-77.57,decimal degrees
McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,west bounding coordinate,163.05,decimal degrees
McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,south bounding coordinate,-77.65,decimal degrees
McMurdo Dry Valleys,584,22,25,Fryxell ,Fryxell Basin,east bounding coordinate,163.32,decimal degrees
McMurdo Dry Valleys,592,22,584,green_f9,Green Creek,Latitude,-77.624097,decimal degrees
McMurdo Dry Valleys,592,22,584,green_f9,Green Creek,Longitude,163.059748,decimal degrees
McMurdo Dry Valleys,593,22,584,harnish_f7,Harnish Creek (F7),Latitude,-77.608333,decimal degrees
McMurdo Dry Valleys,593,22,584,harnish_f7,Harnish Creek (F7),Longitude,163.232778,decimal degrees
McMurdo Dry Valleys,585,22,25,Hoare ,Hoare Basin,north bounding coordinate,-77.62,decimal degrees
McMurdo Dry Valleys,585,22,25,Hoare ,Hoare Basin,west bounding coordinate,162.78,decimal degrees
McMurdo Dry Valleys,585,22,25,Hoare ,Hoare Basin,south bounding coordinate,-77.64,decimal degrees
McMurdo Dry Valleys,585,22,25,Hoare ,Hoare Basin,east bounding coordinate,162.94,decimal degrees
McMurdo Dry Valleys,596,22,585,house_h2,House Stream,Latitude,-77.642985,decimal degrees
McMurdo Dry Valleys,596,22,585,house_h2,House Stream,Longitude,162.741319,decimal degrees
McMurdo Dry Valleys,59,22,25,HODM,Howard Glacier,Latitude,-77.6715,decimal degrees
McMurdo Dry Valleys,59,22,25,HODM,Howard Glacier,Longitude,163.0791,decimal degrees
McMurdo Dry Valleys,594,22,584,huey_f2,Huey Creak,Latitude,-77.604893,decimal degrees
McMurdo Dry Valleys,594,22,584,huey_f2,Huey Creak,Longitude,163.127411,decimal degrees
McMurdo Dry Valleys,54,22,25,BOYM,Lake Bonney,Latitude,-77.7144,decimal degrees
McMurdo Dry Valleys,54,22,25,BOYM,Lake Bonney,Longitude,162.4642,decimal degrees
McMurdo Dry Valleys,55,22,25,BRHM,Lake Brownworth,Latitude,-77.4335,decimal degrees
McMurdo Dry Valleys,55,22,25,BRHM,Lake Brownworth,Longitude,162.7036,decimal degrees
McMurdo Dry Valleys,57,22,25,FRLM,Lake Fryxell,Latitude,-77.176,decimal degrees
McMurdo Dry Valleys,57,22,25,FRLM,Lake Fryxell,Longitude,163.1696,decimal degrees
McMurdo Dry Valleys,58,22,25,HOEM,Lake Hoare,Latitude,-77.0242,decimal degrees
McMurdo Dry Valleys,58,22,25,HOEM,Lake Hoare,Longitude,162.9004,decimal degrees
McMurdo Dry Valleys,61,22,25,VAAM,Lake Vanda,Latitude,-77.5233,decimal degrees
McMurdo Dry Valleys,61,22,25,VAAM,Lake Vanda,Longitude,161.0114,decimal degrees
McMurdo Dry Valleys,62,22,25,VIAM,Lake Vida,Latitude,-77.3778,decimal degrees
McMurdo Dry Valleys,62,22,25,VIAM,Lake Vida,Longitude,161.8006,decimal degrees
McMurdo Dry Valleys,603,22,584,lostsl_f3,Lost Seal Stream,Latitude,-77.595266,decimal degrees
McMurdo Dry Valleys,603,22,584,lostsl_f3,Lost Seal Stream,Longitude,163.244395,decimal degrees
McMurdo Dry Valleys,25,22,,MCM,McMurdo Dry Valleys,Site north bounding coordinate,-77,decimal degree
McMurdo Dry Valleys,25,22,,MCM,McMurdo Dry Valleys,Site west bounding coordinate,159,decimal degree
McMurdo Dry Valleys,25,22,,MCM,McMurdo Dry Valleys,Site south bounding coordinate,-78,decimal degree
McMurdo Dry Valleys,25,22,,MCM,McMurdo Dry Valleys,Site east bounding coordinate,164,decimal degree
McMurdo Dry Valleys,588,22,25,NewHarbor,New Harbor,north bounding coordinate,-77.53,decimal degrees
McMurdo Dry Valleys,588,22,25,NewHarbor,New Harbor,west bounding coordinate,163.37,decimal degrees
McMurdo Dry Valleys,588,22,25,NewHarbor,New Harbor,south bounding coordinate,-77.61,decimal degrees
McMurdo Dry Valleys,588,22,25,NewHarbor,New Harbor,east bounding coordinate,163.51,decimal degrees
McMurdo Dry Valleys,600,22,587,onyx_vnda,Onyx River at Vanda,Latitude,-77.523432,decimal degrees
McMurdo Dry Valleys,600,22,587,onyx_vnda,Onyx River at Vanda,Longitude,161.696625,decimal degrees
McMurdo Dry Valleys,598,22,586,priscu_b1,Priscu Stream,Latitude,-77.7,decimal degrees
McMurdo Dry Valleys,598,22,586,priscu_b1,Priscu Stream,Longitude,162.534722,decimal degrees
McMurdo Dry Valleys,599,22,586,santafe_b2,Santa Fe Stream,Latitude,-77.723056,decimal degrees
McMurdo Dry Valleys,599,22,586,santafe_b2,Santa Fe Stream,Longitude,162.266667,decimal degrees
McMurdo Dry Valleys,60,22,25,TARM,Taylor Glacier,Latitude,-77.7402,decimal degrees
McMurdo Dry Valleys,60,22,25,TARM,Taylor Glacier,Longitude,162.1284,decimal degrees
McMurdo Dry Valleys,604,22,584,vguer_f6,Von Guerard Stream,Latitude,-77.608228,decimal degrees
McMurdo Dry Valleys,604,22,584,vguer_f6,Von Guerard Stream,Longitude,163.253605,decimal degrees
McMurdo Dry Valleys,587,22,25,WrightVly,Wright Valley,north bounding coordinate,-77.41,decimal degrees
McMurdo Dry Valleys,587,22,25,WrightVly,Wright Valley,west bounding coordinate,161.67,decimal degrees
McMurdo Dry Valleys,587,22,25,WrightVly,Wright Valley,south bounding coordinate,-77.56,decimal degrees
McMurdo Dry Valleys,587,22,25,WrightVly,Wright Valley,east bounding coordinate,162.71,decimal degrees
Moorea Coral Reef,680,58,678,GUMPM,Gump Meteorological Station,Latitude,-17.49,decimal degrees
Moorea Coral Reef,680,58,678,GUMPM,Gump Meteorological Station,Longitude,-149.833,decimal degrees
Moorea Coral Reef,681,58,678,GUMPR,Gump Reef,Latitude,-17.4091,decimal degrees
Moorea Coral Reef,681,58,678,GUMPR,Gump Reef,Longitude,-149.824,decimal degrees
Moorea Coral Reef,678,58,,MCR,Moorea Coral Reef,Site north bounding coordinate,-17.38,decimal degree
Moorea Coral Reef,678,58,,MCR,Moorea Coral Reef,Site west bounding coordinate,-150,decimal degree
Moorea Coral Reef,678,58,,MCR,Moorea Coral Reef,Site south bounding coordinate,-17.68,decimal degree
Moorea Coral Reef,678,58,,MCR,Moorea Coral Reef,Site east bounding coordinate,-149.67,decimal degree
Niwot Ridge,525,26,526,ALBION,Albion Townsite,Latitude,40.0428,decimal degrees
Niwot Ridge,525,26,526,ALBION,Albion Townsite,Longitude,-105.5922,decimal degrees
Niwot Ridge,524,26,29,C1,C-1 Meterological Station,Latitude,40.0363,decimal degrees
Niwot Ridge,524,26,29,C1,C-1 Meterological Station,Longitude,-105.5435,decimal degrees
Niwot Ridge,523,26,29,D1,D-1 Meterological Station,Latitude,40.0597,decimal degrees
Niwot Ridge,523,26,29,D1,D-1 Meterological Station,Longitude,-105.6169,decimal degrees
Niwot Ridge,409,26,408,GL4,Green Lakes 4,Latitude,40.0558,decimal degrees
Niwot Ridge,409,26,408,GL4,Green Lakes 4,Longitude,-105.6171,decimal degrees
Niwot Ridge,29,26,,NWT,Niwot Ridge,Site north bounding coordinate,40.06206,decimal degree
Niwot Ridge,29,26,,NWT,Niwot Ridge,Site west bounding coordinate,-105.643,decimal degree
Niwot Ridge,29,26,,NWT,Niwot Ridge,Site south bounding coordinate,39.99324,decimal degree
Niwot Ridge,29,26,,NWT,Niwot Ridge,Site east bounding coordinate,-105.3755,decimal degree
Niwot Ridge,64,26,29,SADDLE,SADDLE,Latitude,40.0547,decimal degrees
Niwot Ridge,64,26,29,SADDLE,SADDLE,Longitude,-105.5892,decimal degrees
north Temperate Lakes,400,25,28,MADISON01A,Madison adjusted climate data,Latitude,43.1,decimal degrees
north Temperate Lakes,400,25,28,MADISON01A,Madison adjusted climate data,Longitude,-89.3,decimal degrees
north Temperate Lakes,405,25,28,MINOCQUA,MINOCQUA,Latitude,45.874,decimal degrees
north Temperate Lakes,405,25,28,MINOCQUA,MINOCQUA,Longitude,-89.727,decimal degrees
north Temperate Lakes,63,25,28,AIRPORTWOO,Noble F. Lee Municipal airport north of Minocqua,Latitude,45.928,decimal degrees
north Temperate Lakes,63,25,28,AIRPORTWOO,Noble F. Lee Municipal airport north of Minocqua,Longitude,-89.371,decimal degrees
Olympic Experimental State Forest,704,60,700,Calawah_R,Calawah river (USGS 12043000),Latitude,47.96007697,decimal degrees
Olympic Experimental State Forest,704,60,700,Calawah_R,Calawah river (USGS 12043000),Longitude,-124.3929872,decimal degrees
Olympic Experimental State Forest,698,60,693,Forks,Forks (452913)  ,Latitude,47.96667,decimal degrees
Olympic Experimental State Forest,698,60,693,Forks,Forks (452913)  ,Longitude,-124.38333,decimal degrees
Olympic Experimental State Forest,695,60,693,Forks_1E,Forks 1 E (452914) ,Latitude,47.9558,decimal degrees
Olympic Experimental State Forest,695,60,693,Forks_1E,Forks 1 E (452914) ,Longitude,-124.3539,decimal degrees
Olympic Experimental State Forest,705,60,701,Hoh_R,Hoh river (USGS 12041200),Latitude,47.80674726,decimal degrees
Olympic Experimental State Forest,705,60,701,Hoh_R,Hoh river (USGS 12041200),Longitude,-124.2510329,decimal degrees
Olympic Experimental State Forest,696,60,693,Hoh_Rs,Hoh Rs (453710) ,Latitude,47.8611,decimal degrees
Olympic Experimental State Forest,696,60,693,Hoh_Rs,Hoh Rs (453710) ,Longitude,-123.9319,decimal degrees
Olympic Experimental State Forest,707,60,699,Hoko_R,Hoko river (USGS 12043300),Latitude,48.24146416,decimal degrees
Olympic Experimental State Forest,707,60,699,Hoko_R,Hoko river (USGS 12043300),Longitude,-124.3838328,decimal degrees
Olympic Experimental State Forest,693,60,,OLY,Olympic Experimental State Forest,Site north bounding coordinate,48.377378,decimal degree
Olympic Experimental State Forest,693,60,,OLY,Olympic Experimental State Forest,Site west bounding coordinate,-124.704529,decimal degree
Olympic Experimental State Forest,693,60,,OLY,Olympic Experimental State Forest,Site south bounding coordinate,47.514121,decimal degree
Olympic Experimental State Forest,693,60,,OLY,Olympic Experimental State Forest,Site east bounding coordinate,-123.886299,decimal degree
Olympic Experimental State Forest,706,60,703,Queets_R,Queets river (USGS 12040500),Latitude,47.5378588,decimal degrees
Olympic Experimental State Forest,706,60,703,Queets_R,Queets river (USGS 12040500),Longitude,-124.3157457,decimal degrees
Olympic Experimental State Forest,697,60,693,Quillayute,Quillayute River (456860) ,Latitude,47.9,decimal degrees
Olympic Experimental State Forest,697,60,693,Quillayute,Quillayute River (456860) ,Longitude,-124.63333,decimal degrees
Olympic Experimental State Forest,694,60,693,Quillay_AP,Quillayute State Airport (456858) ,Latitude,47.93417,decimal degrees
Olympic Experimental State Forest,694,60,693,Quillay_AP,Quillayute State Airport (456858) ,Longitude,-124.56083,decimal degrees
