LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,EVERGLADES,19690702,26.65,,31.1,,22.2,,15,
FCE,EVERGLADES,19690703,26.1,,29.4,,22.8,,2.3,
FCE,EVERGLADES,19690704,26.4,,30.6,,22.2,,9.1,
FCE,EVERGLADES,19690705,26.95,,31.7,,22.2,,4.1,
FCE,EVERGLADES,19690706,26.1,,32.2,,20,,8.1,
FCE,EVERGLADES,19690707,28.85,,34.4,,23.3,,0,
FCE,EVERGLADES,19690708,28.9,,35,,22.8,,9.9,
FCE,EVERGLADES,19690709,28.3,,33.3,,23.3,,14.7,
FCE,EVERGLADES,19690710,28.35,,32.8,,23.9,,0.8,
FCE,EVERGLADES,19690711,28.05,,32.2,,23.9,,0,
FCE,EVERGLADES,19690712,28.85,,33.3,,24.4,,0,
FCE,EVERGLADES,19690713,27.5,,31.7,,23.3,,0,
FCE,EVERGLADES,19690714,28.9,,32.2,,25.6,,6.4,
FCE,EVERGLADES,19690715,26.95,,30.6,,23.3,,1,
FCE,EVERGLADES,19690716,28.35,,31.7,,25,,0,
FCE,EVERGLADES,19690717,27.8,,31.7,,23.9,,10.2,
FCE,EVERGLADES,19690718,27.5,,33.9,,21.1,,19.1,
FCE,EVERGLADES,19690719,25.6,,30.6,,20.6,,23.4,
FCE,EVERGLADES,19690720,26.7,,31.7,,21.7,,5.1,
FCE,EVERGLADES,19690721,25.85,,30,,21.7,,0,
FCE,EVERGLADES,19690722,27.5,,31.7,,23.3,,0,
FCE,EVERGLADES,19690723,26.95,,30.6,,23.3,,0,
FCE,EVERGLADES,19690724,28.35,,31.7,,25,,0,
FCE,EVERGLADES,19690725,27.5,,31.7,,23.3,,0,
FCE,EVERGLADES,19690726,26.65,,31.1,,22.2,,0,
FCE,EVERGLADES,19690727,27.5,,31.7,,23.3,,0,
FCE,EVERGLADES,19690728,28.05,,32.2,,23.9,,0,
FCE,EVERGLADES,19690729,27.2,,31.1,,23.3,,0,
FCE,EVERGLADES,19690730,27.25,,31.7,,22.8,,0,
FCE,EVERGLADES,19690731,26.95,,31.7,,22.2,,4.3,
FCE,EVERGLADES,19690801,27.25,,31.7,,22.8,,0.8,
FCE,EVERGLADES,19690802,27.25,,31.7,,22.8,,0,
FCE,EVERGLADES,19690803,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19690804,26.95,,30.6,,23.3,,2.3,
FCE,EVERGLADES,19690805,26.65,,31.1,,22.2,,0,
FCE,EVERGLADES,19690806,26.4,,31.1,,21.7,,1,
FCE,EVERGLADES,19690807,26.7,,31.7,,21.7,,0,
FCE,EVERGLADES,19690808,27.75,,33.3,,22.2,,2.3,
FCE,EVERGLADES,19690809,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,19690810,29.15,,33.3,,25,,0,
FCE,EVERGLADES,19690811,27.25,,32.8,,21.7,,7.9,
FCE,EVERGLADES,19690812,26.4,,31.1,,21.7,,7.4,
FCE,EVERGLADES,19690813,26.7,,31.7,,21.7,,7.4,
FCE,EVERGLADES,19690814,26.7,,31.7,,21.7,,3,
FCE,EVERGLADES,19690815,27.75,,33.3,,22.2,,61.5,
FCE,EVERGLADES,19690816,27.2,,33.3,,21.1,,11.7,
FCE,EVERGLADES,19690817,28.05,,32.2,,23.9,,4.6,
FCE,EVERGLADES,19690818,26.4,,31.1,,21.7,,13.7,
FCE,EVERGLADES,19690819,27.2,,31.1,,23.3,,12.7,
FCE,EVERGLADES,19690820,28.85,,33.3,,24.4,,0,
FCE,EVERGLADES,19690821,29.45,,35.6,,23.3,,12.2,
FCE,EVERGLADES,19690822,28.3,,32.2,,24.4,,0,
FCE,EVERGLADES,19690823,28.05,,31.7,,24.4,,0,
FCE,EVERGLADES,19690824,27.5,,31.1,,23.9,,0,
FCE,EVERGLADES,19690825,27.5,,31.1,,23.9,,0,
FCE,EVERGLADES,19690826,25.8,,29.4,,22.2,,47.2,
FCE,EVERGLADES,19690827,26.4,,32.2,,20.6,,60.2,
FCE,EVERGLADES,19690828,27.2,,33.3,,21.1,,22.9,
FCE,EVERGLADES,19690829,27.75,,33.3,,22.2,,3.8,
FCE,EVERGLADES,19690830,27.25,,32.8,,21.7,,0,
FCE,EVERGLADES,19690831,26.4,,30.6,,22.2,,0,
FCE,EVERGLADES,19690901,27.5,,31.7,,23.3,,2,
FCE,EVERGLADES,19690902,28.35,,32.8,,23.9,,0,
FCE,EVERGLADES,19690903,28.35,,32.8,,23.9,,1,
FCE,EVERGLADES,19690904,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,19690905,28.6,,33.3,,23.9,,0,
FCE,EVERGLADES,19690906,27.8,,32.8,,22.8,,7.6,
FCE,EVERGLADES,19690907,27.25,,31.7,,22.8,,1.5,
FCE,EVERGLADES,19690908,26.35,,29.4,,23.3,,2,
FCE,EVERGLADES,19690909,26.95,,30,,23.9,,0,
FCE,EVERGLADES,19690910,27.2,,30,,24.4,,0,
FCE,EVERGLADES,19690911,27.25,,30.6,,23.9,,3,
FCE,EVERGLADES,19690912,27.5,,30.6,,24.4,,0,
FCE,EVERGLADES,19690913,25,,27.8,,22.2,,16.8,
FCE,EVERGLADES,19690914,25.85,,30,,21.7,,11.7,
FCE,EVERGLADES,19690915,25.3,,28.9,,21.7,,4.1,
FCE,EVERGLADES,19690916,25.25,,28.3,,22.2,,0,
FCE,EVERGLADES,19690917,27.2,,31.1,,23.3,,0,
FCE,EVERGLADES,19690918,26.95,,30.6,,23.3,,10.2,
FCE,EVERGLADES,19690919,25.55,,28.9,,22.2,,10.4,
FCE,EVERGLADES,19690920,26.95,,30,,23.9,,0,
FCE,EVERGLADES,19690921,27.5,,31.1,,23.9,,3.8,
FCE,EVERGLADES,19690922,27.8,,31.7,,23.9,,5.1,
FCE,EVERGLADES,19690923,26.7,,30.6,,22.8,,2.5,
FCE,EVERGLADES,19690924,28.05,,31.7,,24.4,,0,
FCE,EVERGLADES,19690925,26.95,,31.1,,22.8,,0,
FCE,EVERGLADES,19690926,27.25,,30.6,,23.9,,0,
FCE,EVERGLADES,19690927,26.95,,31.7,,22.2,,4.8,
FCE,EVERGLADES,19690928,26.95,,31.1,,22.8,,2.8,
FCE,EVERGLADES,19690929,26.4,,30.6,,22.2,,4.8,
FCE,EVERGLADES,19690930,26.65,,30,,23.3,,0,
FCE,EVERGLADES,19691001,26.65,,30,,23.3,,6.4,
FCE,EVERGLADES,19691002,26.35,,29.4,,23.3,,22.1,
FCE,EVERGLADES,19691003,25.25,,27.2,,23.3,,45.5,
FCE,EVERGLADES,19691004,25.3,,28.9,,21.7,,0,
FCE,EVERGLADES,19691005,25.55,,28.9,,22.2,,0,
FCE,EVERGLADES,19691006,27.8,,32.8,,22.8,,1,
FCE,EVERGLADES,19691007,27.2,,31.1,,23.3,,0,
FCE,EVERGLADES,19691008,25.85,,30.6,,21.1,,2.5,
FCE,EVERGLADES,19691009,26.4,,31.7,,21.1,,0.8,
FCE,EVERGLADES,19691010,25.85,,31.1,,20.6,,0,
FCE,EVERGLADES,19691011,26.4,,31.7,,21.1,,0,
FCE,EVERGLADES,19691012,26.4,,31.1,,21.7,,0,
FCE,EVERGLADES,19691013,26.1,,31.1,,21.1,,0,
FCE,EVERGLADES,19691014,24.75,,30.6,,18.9,,0,
FCE,EVERGLADES,19691015,24.45,,28.3,,20.6,,0,
FCE,EVERGLADES,19691016,24.45,,28.3,,20.6,,0,
FCE,EVERGLADES,19691017,26.95,,31.7,,22.2,,4.1,
FCE,EVERGLADES,19691018,25.8,,29.4,,22.2,,1.8,
FCE,EVERGLADES,19691019,26.1,,29.4,,22.8,,2.5,
FCE,EVERGLADES,19691020,26.35,,29.4,,23.3,,1.8,
FCE,EVERGLADES,19691021,26.65,,31.1,,22.2,,0,
FCE,EVERGLADES,19691022,26.65,,30,,23.3,,0.5,
FCE,EVERGLADES,19691023,26.35,,28.3,,24.4,,1.5,
FCE,EVERGLADES,19691024,26.7,,30.6,,22.8,,5.6,
FCE,EVERGLADES,19691025,24.15,,26.1,,22.2,,15.7,
FCE,EVERGLADES,19691026,25.3,,28.9,,21.7,,2.5,
FCE,EVERGLADES,19691027,25,,28.3,,21.7,,2.3,
FCE,EVERGLADES,19691028,25.55,,29.4,,21.7,,0,
FCE,EVERGLADES,19691029,26.4,,30.6,,22.2,,0,
FCE,EVERGLADES,19691030,25.25,,29.4,,21.1,,23.4,
FCE,EVERGLADES,19691031,23.35,,25.6,,21.1,,14,
FCE,EVERGLADES,19691101,25.55,,28.3,,22.8,,7.1,
FCE,EVERGLADES,19691102,24.45,,28.3,,20.6,,3,
FCE,EVERGLADES,19691103,23.35,,27.8,,18.9,,0,
FCE,EVERGLADES,19691104,23.6,,28.9,,18.3,,0,
FCE,EVERGLADES,19691105,18.6,,24.4,,12.8,,0,
FCE,EVERGLADES,19691106,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19691107,18.9,,26.7,,11.1,,0,
FCE,EVERGLADES,19691108,18.65,,26.7,,10.6,,0,
FCE,EVERGLADES,19691109,19.75,,23.9,,15.6,,0,
FCE,EVERGLADES,19691110,19.7,,24.4,,15,,1.3,
FCE,EVERGLADES,19691111,19.45,,25.6,,13.3,,0,
FCE,EVERGLADES,19691112,20,,25,,15,,0,
FCE,EVERGLADES,19691113,18.05,,23.9,,12.2,,0,
FCE,EVERGLADES,19691114,-9999,M,-9999,M,-9999,M,2.3,
FCE,EVERGLADES,19691115,17.5,,25.6,,9.4,,0,
FCE,EVERGLADES,19691116,13.9,,20.6,,7.2,,0,
FCE,EVERGLADES,19691117,18.9,,22.8,,15,,0,
FCE,EVERGLADES,19691118,21.4,,25.6,,17.2,,0,
FCE,EVERGLADES,19691119,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19691120,21.7,,26.7,,16.7,,0,
FCE,EVERGLADES,19691121,16.4,,20.6,,12.2,,0,
FCE,EVERGLADES,19691122,17.75,,23.3,,12.2,,0,
FCE,EVERGLADES,19691123,20.3,,25.6,,15,,0,
FCE,EVERGLADES,19691124,20.85,,25.6,,16.1,,0,
FCE,EVERGLADES,19691125,22.25,,25.6,,18.9,,0,
FCE,EVERGLADES,19691126,21.95,,26.1,,17.8,,0,
FCE,EVERGLADES,19691127,21.7,,25.6,,17.8,,0.3,
FCE,EVERGLADES,19691128,21.95,,25.6,,18.3,,0.5,
FCE,EVERGLADES,19691129,21.4,,25,,17.8,,0,
FCE,EVERGLADES,19691130,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19691201,14.7,,22.2,,7.2,,0,
FCE,EVERGLADES,19691202,15.85,,20.6,,11.1,,0,
FCE,EVERGLADES,19691203,17.2,,22.2,,12.2,,0,
FCE,EVERGLADES,19691204,14.45,,22.2,,6.7,,0,
FCE,EVERGLADES,19691205,15.8,,22.2,,9.4,,0,
FCE,EVERGLADES,19691206,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19691207,16.9,,24.4,,9.4,,0,
FCE,EVERGLADES,19691208,-9999,M,-9999,M,-9999,M,0.5,
FCE,EVERGLADES,19691209,20.3,,23.9,,16.7,,0,
FCE,EVERGLADES,19691210,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19691211,21.15,,25.6,,16.7,,9.7,
FCE,EVERGLADES,19691212,18.65,,25.6,,11.7,,0.5,
FCE,EVERGLADES,19691213,11.4,,17.2,,5.6,,0,
FCE,EVERGLADES,19691214,10.85,,16.7,,5,,0,
FCE,EVERGLADES,19691215,12.8,,18.9,,6.7,,0,
FCE,EVERGLADES,19691216,15.3,,18.9,,11.7,,0,
FCE,EVERGLADES,19691217,18.05,,24.4,,11.7,,0,
FCE,EVERGLADES,19691218,16.95,,23.9,,10,,0,
FCE,EVERGLADES,19691219,18.05,,25,,11.1,,0,
FCE,EVERGLADES,19691220,18.05,,24.4,,11.7,,0,
FCE,EVERGLADES,19691221,17.8,,22.8,,12.8,,0,
FCE,EVERGLADES,19691222,-9999,M,-9999,M,-9999,M,2.3,
FCE,EVERGLADES,19691223,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19691224,15.8,,22.2,,9.4,,0,
FCE,EVERGLADES,19691225,17.5,,22.8,,12.2,,0,
FCE,EVERGLADES,19691226,20.8,,23.3,,18.3,,0,
FCE,EVERGLADES,19691227,12.5,,20,,5,,0,
FCE,EVERGLADES,19691228,13.6,,20,,7.2,,0,
FCE,EVERGLADES,19691229,15.55,,21.7,,9.4,,0,
FCE,EVERGLADES,19691230,19.15,,24.4,,13.9,,0,
FCE,EVERGLADES,19691231,21.35,,24.4,,18.3,,0,
FCE,EVERGLADES,19700101,19.4,,24.4,,14.4,,0,
FCE,EVERGLADES,19700102,20.55,,26.7,,14.4,,0,
FCE,EVERGLADES,19700103,19.15,,23.3,,15,,1.3,
FCE,EVERGLADES,19700104,15.55,,22.2,,8.9,,4.6,
FCE,EVERGLADES,19700105,10.85,,15,,6.7,,0,
FCE,EVERGLADES,19700106,16.35,,23.3,,9.4,,0,
FCE,EVERGLADES,19700107,17.75,,23.3,,12.2,,16.8,
FCE,EVERGLADES,19700108,8.35,,13.9,,2.8,,0,
FCE,EVERGLADES,19700109,6.4,,11.1,,1.7,,0,
FCE,EVERGLADES,19700110,5.8,,12.2,,-0.6,,0,
FCE,EVERGLADES,19700111,5.8,,12.2,,-0.6,,0,
FCE,EVERGLADES,19700112,11.4,,18.9,,3.9,,0,
FCE,EVERGLADES,19700113,16.1,,20,,12.2,,0,
FCE,EVERGLADES,19700114,14.15,,20,,8.3,,0,
FCE,EVERGLADES,19700115,17.75,,24.4,,11.1,,17.8,
FCE,EVERGLADES,19700116,19.2,,22.8,,15.6,,5.1,
FCE,EVERGLADES,19700117,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700118,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700119,19.15,,25,,13.3,,0,
FCE,EVERGLADES,19700120,16.4,,22.2,,10.6,,0,
FCE,EVERGLADES,19700121,15.25,,19.4,,11.1,,0,
FCE,EVERGLADES,19700122,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700123,12.5,,18.3,,6.7,,0,
FCE,EVERGLADES,19700124,14.15,,20,,8.3,,0,
FCE,EVERGLADES,19700125,15,,21.7,,8.3,,0,
FCE,EVERGLADES,19700126,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700127,19.7,,24.4,,15,,0,
FCE,EVERGLADES,19700128,20.85,,25,,16.7,,0,
FCE,EVERGLADES,19700129,21.95,,26.7,,17.2,,0,
FCE,EVERGLADES,19700130,22.25,,26.7,,17.8,,0,
FCE,EVERGLADES,19700131,-9999,M,-9999,M,6.7,,0,
FCE,EVERGLADES,19700201,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700202,17.5,,22.2,,12.8,,0,
FCE,EVERGLADES,19700203,21.65,,23.9,,19.4,,0,
FCE,EVERGLADES,19700204,13.05,,22.2,,3.9,,21.3,
FCE,EVERGLADES,19700205,8.3,,12.2,,4.4,,0,
FCE,EVERGLADES,19700206,13.3,,19.4,,7.2,,0,
FCE,EVERGLADES,19700207,12.8,,18.9,,6.7,,0,
FCE,EVERGLADES,19700208,13.9,,20.6,,7.2,,0,
FCE,EVERGLADES,19700209,18.05,,24.4,,11.7,,0,
FCE,EVERGLADES,19700210,13.35,,20.6,,6.1,,0,
FCE,EVERGLADES,19700211,12.75,,17.2,,8.3,,0,
FCE,EVERGLADES,19700212,15.55,,19.4,,11.7,,0,
FCE,EVERGLADES,19700213,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700214,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700215,15.85,,21.1,,10.6,,0,
FCE,EVERGLADES,19700216,23.6,,27.8,,19.4,,0,
FCE,EVERGLADES,19700217,22.2,,24.4,,20,,10.2,
FCE,EVERGLADES,19700218,15.85,,21.1,,10.6,,0,
FCE,EVERGLADES,19700219,16.4,,21.1,,11.7,,0,
FCE,EVERGLADES,19700220,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700221,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700222,16.65,,22.2,,11.1,,0,
FCE,EVERGLADES,19700223,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700224,17.2,,23.3,,11.1,,0,
FCE,EVERGLADES,19700225,16.65,,22.2,,11.1,,0,
FCE,EVERGLADES,19700226,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700227,13.6,,20,,7.2,,0,
FCE,EVERGLADES,19700228,15,,21.1,,8.9,,0,
FCE,EVERGLADES,19700301,17.2,,22.2,,12.2,,0,
FCE,EVERGLADES,19700302,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700303,19.75,,25.6,,13.9,,0,
FCE,EVERGLADES,19700304,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700305,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700306,19.2,,22.8,,15.6,,17.5,
FCE,EVERGLADES,19700307,20.55,,26.1,,15,,0,
FCE,EVERGLADES,19700308,20.3,,23.9,,16.7,,35.1,
FCE,EVERGLADES,19700309,-9999,M,-9999,M,-9999,M,61.7,
FCE,EVERGLADES,19700310,17.8,,25,,10.6,,0,
FCE,EVERGLADES,19700311,21.65,,24.4,,18.9,,0,
FCE,EVERGLADES,19700312,-9999,M,-9999,M,-9999,M,20.3,
FCE,EVERGLADES,19700313,21.1,,23.9,,18.3,,-9999,M
FCE,EVERGLADES,19700314,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700315,15.25,,23.3,,7.2,,0,
FCE,EVERGLADES,19700316,14.75,,20.6,,8.9,,0,
FCE,EVERGLADES,19700317,20,,23.9,,16.1,,0,
FCE,EVERGLADES,19700318,22.2,,24.4,,20,,0,
FCE,EVERGLADES,19700319,-9999,M,-9999,M,19.4,,0,
FCE,EVERGLADES,19700320,24.15,,28.9,,19.4,,0,
FCE,EVERGLADES,19700321,21.7,,25.6,,17.8,,0,
FCE,EVERGLADES,19700322,19.15,,24.4,,13.9,,0,
FCE,EVERGLADES,19700323,-9999,M,-9999,M,8.9,,7.4,
FCE,EVERGLADES,19700324,18.6,,22.8,,14.4,,0,
FCE,EVERGLADES,19700325,-9999,M,23.3,,-9999,M,0,
FCE,EVERGLADES,19700326,19.45,,23.3,,15.6,,39.9,
FCE,EVERGLADES,19700327,22.5,,26.1,,18.9,,11.7,
FCE,EVERGLADES,19700328,23.9,,26.1,,21.7,,0,
FCE,EVERGLADES,19700329,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700330,25,,27.8,,22.2,,0,
FCE,EVERGLADES,19700331,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700401,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700402,25.55,,27.2,,23.9,,0,
FCE,EVERGLADES,19700403,25.25,,29.4,,21.1,,0,
FCE,EVERGLADES,19700404,25.3,,27.8,,22.8,,0,
FCE,EVERGLADES,19700405,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700406,23.6,,27.8,,19.4,,0,
FCE,EVERGLADES,19700407,20.3,,25.6,,15,,0,
FCE,EVERGLADES,19700408,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19700409,22.5,,26.1,,18.9,,0,
FCE,EVERGLADES,19700410,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19700411,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700412,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700413,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700414,22.5,,27.8,,17.2,,0,
FCE,EVERGLADES,19700415,23.9,,31.1,,16.7,,0,
FCE,EVERGLADES,19700416,22.75,,27.2,,18.3,,0,
FCE,EVERGLADES,19700417,23.85,,29.4,,18.3,,0,
FCE,EVERGLADES,19700418,23.9,,27.2,,20.6,,0,
FCE,EVERGLADES,19700419,24.75,,27.8,,21.7,,0,
FCE,EVERGLADES,19700420,25,,28.3,,21.7,,0,
FCE,EVERGLADES,19700421,25.55,,31.7,,19.4,,0,
FCE,EVERGLADES,19700422,25.3,,30.6,,20,,0,
FCE,EVERGLADES,19700423,24.15,,28.3,,20,,0,
FCE,EVERGLADES,19700424,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700425,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700426,24.45,,28.9,,20,,0,
FCE,EVERGLADES,19700427,24.2,,27.8,,20.6,,0,
FCE,EVERGLADES,19700428,24.75,,27.8,,21.7,,0,
FCE,EVERGLADES,19700429,26.1,,28.9,,23.3,,0,
FCE,EVERGLADES,19700430,24.45,,28.9,,20,,0,
FCE,EVERGLADES,19700501,25,,30.6,,19.4,,0,
FCE,EVERGLADES,19700502,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19700503,23.9,,30,,17.8,,0.5,
FCE,EVERGLADES,19700504,23.6,,29.4,,17.8,,0,
FCE,EVERGLADES,19700505,24.15,,28.3,,20,,0,
FCE,EVERGLADES,19700506,20.85,,27.8,,13.9,,0,
FCE,EVERGLADES,19700507,23.05,,30,,16.1,,0,
FCE,EVERGLADES,19700508,24.75,,30.6,,18.9,,0,
FCE,EVERGLADES,19700509,24.15,,29.4,,18.9,,0,
FCE,EVERGLADES,19700510,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19700511,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19700512,24.7,,31.1,,18.3,,0,
FCE,EVERGLADES,19700513,24.15,,30,,18.3,,0,
FCE,EVERGLADES,19700514,24.2,,30.6,,17.8,,0,
FCE,EVERGLADES,19700515,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700516,24.2,,30.6,,17.8,,0,
FCE,EVERGLADES,19700517,23.35,,28.9,,17.8,,0,
FCE,EVERGLADES,19700518,23.05,,27.2,,18.9,,0,
FCE,EVERGLADES,19700519,25.6,,30.6,,20.6,,0,
FCE,EVERGLADES,19700520,25.3,,30,,20.6,,0.3,
FCE,EVERGLADES,19700521,24.7,,30,,19.4,,0,
FCE,EVERGLADES,19700522,24.45,,30,,18.9,,0,
FCE,EVERGLADES,19700523,25.55,,31.7,,19.4,,0,
FCE,EVERGLADES,19700524,24.45,,27.8,,21.1,,33.5,
FCE,EVERGLADES,19700525,21.95,,25,,18.9,,50.8,
FCE,EVERGLADES,19700526,23.65,,26.7,,20.6,,4.6,
FCE,EVERGLADES,19700527,24.45,,27.8,,21.1,,0,
FCE,EVERGLADES,19700528,25.3,,28.9,,21.7,,0,
FCE,EVERGLADES,19700529,26.1,,30,,22.2,,3.8,
FCE,EVERGLADES,19700530,23.6,,27.2,,20,,29.2,
FCE,EVERGLADES,19700531,24.45,,28.9,,20,,9.7,
FCE,EVERGLADES,19700601,26.65,,31.1,,22.2,,0,
FCE,EVERGLADES,19700602,24.75,,28.9,,20.6,,0.8,
FCE,EVERGLADES,19700603,25,,30.6,,19.4,,0,
FCE,EVERGLADES,19700604,25,,27.8,,22.2,,2.8,
FCE,EVERGLADES,19700605,25.85,,27.8,,23.9,,0,
FCE,EVERGLADES,19700606,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700607,25.55,,28.9,,22.2,,0,
FCE,EVERGLADES,19700608,23.9,,27.8,,20,,0,
FCE,EVERGLADES,19700609,24.45,,28.9,,20,,0,
FCE,EVERGLADES,19700610,24.45,,28.3,,20.6,,0,
FCE,EVERGLADES,19700611,25,,29.4,,20.6,,3.3,
FCE,EVERGLADES,19700612,25,,28.9,,21.1,,21.8,
FCE,EVERGLADES,19700613,26.4,,30.6,,22.2,,0,
FCE,EVERGLADES,19700614,28.05,,33.9,,22.2,,0,
FCE,EVERGLADES,19700615,27.5,,32.8,,22.2,,1,
FCE,EVERGLADES,19700616,26.65,,31.1,,22.2,,6.9,
FCE,EVERGLADES,19700617,26.95,,31.1,,22.8,,2,
FCE,EVERGLADES,19700618,26.7,,30.6,,22.8,,2.3,
FCE,EVERGLADES,19700619,28.35,,33.9,,22.8,,3.8,
FCE,EVERGLADES,19700620,26.4,,31.1,,21.7,,12.2,
FCE,EVERGLADES,19700621,27.75,,32.2,,23.3,,5.8,
FCE,EVERGLADES,19700622,27.8,,32.8,,22.8,,2,
FCE,EVERGLADES,19700623,27.8,,31.7,,23.9,,0,
FCE,EVERGLADES,19700624,26.65,,31.1,,22.2,,21.8,
FCE,EVERGLADES,19700625,27.75,,31.1,,24.4,,0,
FCE,EVERGLADES,19700626,27.8,,30.6,,25,,0,
FCE,EVERGLADES,19700627,28.35,,31.1,,25.6,,0,
FCE,EVERGLADES,19700628,28.05,,31.1,,25,,0,
FCE,EVERGLADES,19700629,29.15,,33.9,,24.4,,0,
FCE,EVERGLADES,19700630,27.25,,31.7,,22.8,,0,
FCE,EVERGLADES,19700701,26.95,,30.6,,23.3,,6.9,
FCE,EVERGLADES,19700702,27.2,,32.2,,22.2,,11.7,
FCE,EVERGLADES,19700703,27.8,,31.7,,23.9,,2.8,
FCE,EVERGLADES,19700704,26.95,,31.1,,22.8,,19.1,
FCE,EVERGLADES,19700705,26.95,,31.1,,22.8,,0.8,
FCE,EVERGLADES,19700706,26.95,,30.6,,23.3,,19.6,
FCE,EVERGLADES,19700707,26.95,,30.6,,23.3,,0,
FCE,EVERGLADES,19700708,27.75,,33.3,,22.2,,12.4,
FCE,EVERGLADES,19700709,26.1,,31.1,,21.1,,17,
FCE,EVERGLADES,19700710,25.3,,27.8,,22.8,,0,
FCE,EVERGLADES,19700711,27.25,,30.6,,23.9,,0,
FCE,EVERGLADES,19700712,28.05,,31.7,,24.4,,0,
FCE,EVERGLADES,19700713,25.55,,31.7,,19.4,,27.7,
FCE,EVERGLADES,19700714,26.95,,33.3,,20.6,,0,
FCE,EVERGLADES,19700715,28.9,,33.9,,23.9,,0,
FCE,EVERGLADES,19700716,25.55,,27.8,,23.3,,0,
FCE,EVERGLADES,19700717,27.8,,31.7,,23.9,,8.4,
FCE,EVERGLADES,19700718,28.05,,31.7,,24.4,,0,
FCE,EVERGLADES,19700719,28.05,,32.2,,23.9,,0,
FCE,EVERGLADES,19700720,28.05,,31.7,,24.4,,1,
FCE,EVERGLADES,19700721,26.95,,30.6,,23.3,,3.8,
FCE,EVERGLADES,19700722,24.7,,28.3,,21.1,,49.8,
FCE,EVERGLADES,19700723,25,,27.2,,22.8,,3.8,
FCE,EVERGLADES,19700724,25,,27.8,,22.2,,48.3,
FCE,EVERGLADES,19700725,25.8,,28.3,,23.3,,0.3,
FCE,EVERGLADES,19700726,28.6,,32.8,,24.4,,1,
FCE,EVERGLADES,19700727,27.25,,31.7,,22.8,,9.4,
FCE,EVERGLADES,19700728,27.75,,32.2,,23.3,,33,
FCE,EVERGLADES,19700729,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19700730,28.85,,33.3,,24.4,,1.3,
FCE,EVERGLADES,19700731,28.6,,33.3,,23.9,,0,
FCE,EVERGLADES,19700801,28.6,,33.3,,23.9,,0.5,
FCE,EVERGLADES,19700802,28.05,,31.7,,24.4,,3,
FCE,EVERGLADES,19700803,27.75,,31.1,,24.4,,0,
FCE,EVERGLADES,19700804,28.85,,33.3,,24.4,,0,
FCE,EVERGLADES,19700805,28.3,,32.2,,24.4,,0,
FCE,EVERGLADES,19700806,29.4,,34.4,,24.4,,0,
